Player,PlayerId,Season,Age,Tm,Pos,GP,G,A,PTS,PlusMinus,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,ShootingPercent,TOI,ATOI,BLK,HIT,FOW,FOL,FO_Percent
William Lagesson,lageswi01,2020,23,EDM,D,8,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,8,0,95,11:52,12,4,0,0,
Patrik Laine,lainepa01,2020,21,WPG,RW,64,26,33,59,4,22,6.5,19,7,0,1,25,8,0,217,12,1261,19:42,33,92,10,17,37
Maxime Lajoie,lajoima01,2020,22,OTT,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,47,7:49,3,2,0,0,
Gabriel Landeskog,landega01,2020,27,COL,LW,49,18,16,34,-2,43,3.4,13,5,0,4,11,5,0,128,14.1,972,19:50,32,80,236,185,56.1
Dylan Larkin,larkidy01,2020,23,DET,C,68,18,31,49,-23,39,4.1,13,5,0,0,23,8,0,211,8.5,1441,21:11,43,47,677,625,52
Adam Larsson,larssad01,2020,27,EDM,D,44,1,5,6,-2,33,1.5,1,0,0,0,5,0,0,56,1.8,873,19:50,75,94,0,0,
Jacob Larsson,larssja01,2020,22,ANA,D,54,2,7,9,-10,12,1.3,2,0,0,0,7,0,0,53,3.8,869,16:05,53,30,0,0,
Johan Larsson,larssjo02,2020,27,BUF,LW,58,6,11,17,9,22,1.3,6,0,0,0,11,0,0,55,10.9,869,14:59,29,81,300,334,47.3
Brian Lashoff,lashobr01,2020,29,DET,D,9,0,1,1,1,6,0.4,0,0,0,0,1,0,0,6,0,131,14:33,7,16,0,0,
Scott Laughton,laughsc01,2020,25,PHI,C,45,12,12,24,10,16,2.9,12,0,0,2,12,0,0,68,17.6,658,14:38,24,101,143,121,54.2
Jeremy Lauzon,lauzoje01,2020,22,BOS,D,15,1,1,2,5,27,0.9,1,0,0,0,1,0,0,17,5.9,229,15:17,17,26,0,0,
Curtis Lazar,lazarcu01,2020,24,BUF,C,34,5,5,10,1,9,0.9,5,0,0,0,4,0,1,30,16.7,404,11:54,24,64,165,157,51.2
Nick Leddy,leddyni01,2020,28,NYI,D,56,3,17,20,-2,14,3.5,2,1,0,0,14,3,0,71,4.2,1179,21:03,71,59,0,0,
Anders Lee,leean01,2020,29,NYI,C,64,19,21,40,8,42,4.4,18,1,0,6,16,5,0,182,10.4,1166,18:13,47,95,83,103,44.6
Artturi Lehkonen,lehkoar01,2020,24,MTL,LW,66,12,13,25,2,22,2.2,11,0,1,1,13,0,0,131,9.2,1011,15:19,34,119,12,14,46.2
Brendan Leipsic,leipsbr01,2020,25,WSH,LW,61,3,8,11,3,13,0.5,3,0,0,1,7,1,0,49,6.1,559,9:10,20,57,9,12,42.9
Josh Leivo,leivojo01,2020,26,VAN,LW,36,7,12,19,0,4,1.6,7,0,0,0,7,5,0,69,10.1,540,15:01,8,17,10,7,58.8
Brendan Lemieux,lemiebr01,2020,23,NYR,LW,54,6,10,16,-13,107,0.4,3,2,1,0,7,2,1,76,7.9,697,12:55,50,142,17,30,36.2
Otto Leskinen,leskiot01,2020,22,MTL,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,51,10:18,1,13,0,0,
Kris Letang,letankr01,2020,32,PIT,D,56,14,27,41,1,32,7,8,6,0,2,18,9,0,168,8.3,1447,25:50:00,85,97,0,0,
Mark Letestu,letesma01,2020,34,WPG,C,7,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,5,0,74,10:36,5,3,25,21,54.3
Maxim Letunov,letunma01,2020,23,SJS,C,3,1,0,1,0,0,0.2,1,0,0,0,0,0,0,3,33.3,27,9:05,1,0,3,3,50
Tyler Lewington,lewinty01,2020,25,WSH,D,6,0,0,0,-2,17,-0.1,0,0,0,0,0,0,0,2,0,61,10:10,7,13,0,0,
Trevor Lewis,lewistr01,2020,33,LAK,C,52,5,6,11,-9,14,0.4,5,0,0,1,6,0,0,86,5.8,610,11:43,22,64,44,71,38.3
Jakob Lilja,liljaja01,2020,26,CBJ,F,34,2,3,5,4,2,0.4,2,0,0,0,3,0,0,23,8.7,339,9:57,24,16,2,2,50
Timothy Liljegren,liljeti01,2020,20,TOR,D,9,0,1,1,-5,0,-0.3,0,0,0,0,1,0,0,2,0,92,10:12,10,5,0,0,
Oskar Lindblom,lindbos01,2020,23,PHI,LW,30,11,7,18,4,4,2.2,8,3,0,0,6,1,0,72,15.3,528,17:37,16,31,13,19,40.6
Esa Lindell,lindees01,2020,25,DAL,D,65,3,20,23,6,10,5.2,2,1,0,2,11,6,3,88,3.4,1528,23:31,121,83,0,0,
Ryan Lindgren,lindgry01,2020,21,NYR,D,55,1,13,14,14,43,3.1,1,0,0,0,13,0,0,39,2.6,912,16:34,65,87,0,0,
Anton Lindholm,lindhan01,2020,25,COL,D,4,0,1,1,1,0,0.2,0,0,0,0,1,0,0,1,0,47,11:47,5,5,0,0,
Elias Lindholm,lindhel01,2020,25,CGY,C,67,28,25,53,-9,22,5.9,20,8,0,7,14,11,0,158,17.7,1318,19:40,39,87,390,399,49.4
Hampus Lindholm,lindhha01,2020,26,ANA,D,55,2,20,22,-10,34,3.1,1,1,0,1,11,7,2,109,1.8,1269,23:04,71,34,0,0,
Par Lindholm,lindhpa01,2020,28,BOS,C,37,3,3,6,6,4,0.4,3,0,0,1,3,0,0,33,9.1,419,11:19,23,20,128,144,47.1
Gustav Lindstrom,lindsgu01,2020,21,DET,D,13,0,0,0,-7,12,-0.2,0,0,0,0,0,0,0,8,0,209,16:05,11,17,0,0,
Bryan Little,littlbr01,2020,32,WPG,RW,7,2,3,5,4,2,0.7,2,0,0,1,3,0,0,13,15.4,113,16:09,3,3,48,58,45.3
Blake Lizotte,lizotbl01,2020,22,LAK,C,61,5,17,22,-5,18,1.3,2,2,1,0,15,1,1,80,6.3,844,13:50,20,38,283,291,49.3
Adam Lowry,lowryad01,2020,26,WPG,LW,47,4,6,10,-3,18,0.1,3,0,1,1,5,0,1,64,6.3,709,15:05,22,132,337,288,53.9
Milan Lucic,lucicmi01,2020,31,CGY,LW,65,7,11,18,-6,54,1,2,5,0,1,9,2,0,78,9,865,13:18,18,183,18,26,40.9
Matt Luff,luffma01,2020,22,LAK,RW,18,1,4,5,-5,2,0.1,1,0,0,0,4,0,0,25,4,187,10:22,5,16,0,3,0
Isac Lundestrom,lundeis01,2020,20,ANA,C,15,0,4,4,-2,0,0,0,0,0,0,3,1,0,10,0,209,13:55,8,5,65,74,46.8
Eetu Luostarinen,luostee01,2020,21,CAR,C,8,0,1,1,-2,0,-0.1,0,0,0,0,1,0,0,9,0,80,9:59,2,9,33,30,52.4
Joona Luoto,luotojo01,2020,22,WPG,F,16,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,9,0,105,6:35,8,10,0,0,
Ilya Lyubushkin,lyubuil01,2020,25,ARI,D,48,0,4,4,4,16,1.6,0,0,0,0,4,0,0,40,0,671,13:59,50,143,0,0,
Olli Maatta,maattol01,2020,25,CHI,D,60,4,12,16,3,20,3.1,4,0,0,0,10,0,2,73,5.5,1099,18:19,101,112,0,0,
Kurtis MacDermid,macdeku01,2020,25,LAK,D,41,3,4,7,-7,47,1.3,3,0,0,0,3,0,1,48,6.3,559,13:38,38,86,0,0,
Mackenzie MacEachern,maceama01,2020,25,STL,LW,48,7,3,10,2,23,1.1,7,0,0,2,3,0,0,60,11.7,424,8:50,13,79,1,3,25
Zack MacEwen,macewza01,2020,23,VAN,C,13,2,1,3,3,16,0.4,2,0,0,0,1,0,0,11,18.2,132,10:08,3,30,0,0,
Ryan MacInnis,macinry01,2020,23,CBJ,C,10,0,1,1,1,0,0,0,0,0,0,1,0,0,13,0,94,9:21,3,8,10,17,37
Nathan MacKinnon,mackina01,2020,24,COL,C,65,33,53,86,11,12,9.9,23,10,0,4,34,19,0,303,10.9,1387,21:20,30,49,343,461,42.7
Josh Mahura,mahurjo01,2020,21,ANA,D,11,1,3,4,-3,2,0.5,1,0,0,0,3,0,0,11,9.1,179,16:14,11,2,0,0,
Cale Makar,makarca01,2020,21,COL,D,56,12,35,47,11,12,7.2,8,4,0,4,22,13,0,119,10.1,1176,21:00,46,44,0,0,
Beck Malenstyn,malenbe01,2020,21,WSH,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0,28,9:16,1,5,0,0,
Denis Malgin,malgide01,2020,23,TOT,C,40,4,8,12,-8,14,0.4,3,1,0,0,7,0,1,48,8.3,486,12:09,16,29,65,98,39.9
Denis Malgin,malgide01,2020,23,FLA,C,36,4,8,12,-6,12,0.6,3,1,0,0,7,0,1,47,8.5,445,12:21,13,26,65,98,39.9
Denis Malgin,malgide01,2020,23,TOR,C,4,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,1,0,41,10:16,3,3,0,0,
Evgeni Malkin,malkiev01,2020,33,PIT,C,50,21,42,63,9,52,7.2,16,5,0,4,27,15,0,156,13.5,978,19:33,20,34,408,408,50
Andrew Mangiapane,mangian01,2020,23,CGY,LW,65,17,12,29,5,18,3.5,17,0,0,2,11,1,0,103,16.5,882,13:34,24,68,11,29,27.5
Brandon Manning,mannibr01,2020,29,EDM,D,9,1,0,1,-1,17,0.2,1,0,0,0,0,0,0,8,12.5,99,11:03,6,10,0,0,
Josh Manson,mansojo01,2020,28,ANA,D,46,1,7,8,-7,35,1.5,1,0,0,0,6,0,1,60,1.7,960,20:52,57,105,0,0,
Anthony Mantha,manthan01,2020,25,DET,RW,40,15,18,33,-10,28,3.5,10,5,0,3,15,3,0,130,11.5,754,18:51,24,46,14,21,40
Brad Marchand,marchbr03,2020,31,BOS,LW,66,27,56,83,27,72,10,21,5,1,5,33,21,2,179,15.1,1294,19:36,18,53,20,29,40.8
Jonathan Marchessault,audymjo01,2020,29,VEG,C,62,20,24,44,3,26,4.8,14,6,0,3,18,6,0,222,9,1071,17:16,11,97,58,75,43.6
Mason Marchment,marchma01,2020,24,TOR,F,4,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,32,8:05,0,3,1,0,100
Martin Marincin,marinma01,2020,27,TOR,D,23,1,2,3,0,12,0.5,1,0,0,1,2,0,0,23,4.3,349,15:10,38,20,0,0,
John Marino,marinjo01,2020,22,PIT,D,51,5,20,25,14,20,5.1,4,1,0,0,17,3,0,58,8.6,1036,20:19,71,65,0,0,
Patrick Marleau,marlepa01,2020,40,TOT,C,61,10,10,20,-5,14,1.5,9,1,0,3,10,0,0,105,9.5,950,15:35,23,50,32,33,49.2
Patrick Marleau,marlepa01,2020,40,SJS,C,58,10,10,20,-5,12,1.6,9,1,0,3,10,0,0,101,9.9,905,15:36,22,48,29,27,51.8
Patrick Marleau,marlepa01,2020,40,PIT,C,3,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,4,0,46,15:10,1,2,3,6,33.3
Mitch Marner,marnemi01,2020,22,TOR,RW,55,15,49,64,5,14,5.8,9,6,0,2,32,16,1,142,10.6,1181,21:29,35,21,7,19,26.9
Pat Maroon,maroopa01,2020,31,TBL,LW,59,8,13,21,1,66,1.5,7,1,0,1,11,2,0,75,10.7,732,12:25,13,102,5,3,62.5
Matt Martin,martima02,2020,30,NYI,LW,51,5,3,8,2,40,0.5,5,0,0,2,3,0,0,48,10.4,540,10:35,23,225,2,4,33.3
Alec Martinez,martial01,2020,32,TOT,D,47,3,11,14,-4,21,2.7,3,0,0,0,8,3,0,70,4.3,1005,21:23,104,41,0,0,
Alec Martinez,martial01,2020,32,LAK,D,41,1,7,8,-9,17,1.4,1,0,0,0,5,2,0,59,1.7,882,21:31,85,32,0,0,
Alec Martinez,martial01,2020,32,VEG,D,6,2,4,6,5,4,1.3,2,0,0,0,3,1,0,11,18.2,123,20:32,19,9,0,0,
Jordan Martinook,martijo01,2020,27,CAR,LW,41,2,9,11,-5,16,0.3,2,0,0,1,7,0,2,41,4.9,460,11:13,23,64,52,53,49.5
Mike Matheson,mathemi01,2020,25,FLA,D,56,8,12,20,1,12,3.3,7,1,0,1,11,1,0,101,7.9,1007,17:59,49,41,0,0,
Stefan Matteau,mattest02,2020,25,CBJ,LW,6,2,1,3,-1,5,0.4,2,0,0,0,1,0,0,16,12.5,84,13:57,9,23,0,0,
Auston Matthews,matthau01,2020,22,TOR,C,66,45,32,77,20,8,10.4,34,11,0,4,19,13,0,270,16.7,1375,20:50,57,37,476,384,55.3
Scott Mayfield,mayfisc01,2020,27,NYI,D,63,5,8,13,10,53,4,5,0,0,1,6,0,2,95,5.3,1255,19:55,110,90,0,0,
Gerald Mayhew,mayhege01,2020,27,MIN,F,11,2,0,2,6,2,0.4,2,0,0,0,0,0,0,14,14.3,127,11:34,3,9,3,3,50
Charlie McAvoy,mcavoch01,2020,22,BOS,D,63,4,26,30,21,41,6.2,3,1,0,1,24,1,1,94,4.3,1448,22:59,123,122,0,0,
Jake McCabe,mccabja01,2020,26,BUF,D,62,2,10,12,-10,41,1.7,2,0,0,1,10,0,0,69,2.9,1158,18:40,86,84,0,0,
Jared McCann,mccanja01,2020,23,PIT,C,61,14,19,33,6,17,3.4,12,2,0,4,15,4,0,140,10,937,15:21,26,87,253,296,46.1
Connor McDavid,mcdavco01,2020,23,EDM,C,60,32,62,94,-4,28,10.6,21,11,0,6,31,31,0,198,16.2,1315,21:55,18,34,295,319,48
Ryan McDonagh,mcdonry01,2020,30,TBL,D,48,1,11,12,7,17,2.4,1,0,0,0,10,0,1,49,2,992,20:40,95,33,0,0,
Brock McGinn,mcginbr01,2020,25,CAR,LW,64,7,8,15,-8,15,0.5,5,0,2,1,8,0,0,91,7.7,840,13:07,26,78,14,24,36.8
Dylan McIlrath,mcilrdy01,2020,27,DET,D,16,0,0,0,-4,23,0.1,0,0,0,0,0,0,0,14,0,237,14:49,12,48,0,0,
Greg McKegg,mckeggr01,2020,27,NYR,C,48,4,3,7,-4,17,0.1,3,0,1,0,2,0,1,37,10.8,462,9:38,23,62,90,97,48.1
Michael McLeod,mcleomi01,2020,21,NJD,C,9,0,2,2,1,2,0.1,0,0,0,0,2,0,0,11,0,90,10:01,5,14,29,31,48.3
Brayden McNabb,mcnabbr01,2020,29,VEG,D,67,2,7,9,-1,40,1.9,1,0,1,0,7,0,0,62,3.2,1339,19:59,128,192,0,0,
Jayson Megna,megnaja01,2020,29,COL,C,8,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,4,0,54,6:43,5,10,0,1,0
Timo Meier,meierti01,2020,23,SJS,RW,65,21,22,43,-21,40,4,19,2,0,2,19,3,0,173,12.1,1120,17:13,37,141,11,22,33.3
Brennan Menell,menelbr01,2020,22,MIN,D,5,0,0,0,1,2,0.1,0,0,0,0,0,0,0,4,0,70,13:59,4,2,0,0,
Nicholas Merkley,merklni01,2020,22,NJD,RW,4,1,1,2,0,2,0.2,1,0,0,0,1,0,0,8,12.5,45,11:22,2,9,0,0,
Dakota Mermis,mermida01,2020,26,NJD,D,6,0,1,1,4,4,0.5,0,0,0,0,1,0,0,11,0,114,19:04,11,12,0,0,
Jonathon Merrill,merrijo01,2020,27,VEG,D,48,2,5,7,9,32,2.2,2,0,0,0,4,0,1,37,5.4,884,18:25,71,50,0,0,
Victor Mete,metevi01,2020,21,MTL,D,51,4,7,11,5,20,2.6,4,0,0,1,6,1,0,57,7,816,16:00,60,20,0,0,
Jacob Middleton,middlja01,2020,24,SJS,D,10,0,2,2,-2,9,0.2,0,0,0,0,2,0,0,9,0,108,10:46,5,18,0,0,
Ilya Mikheyev,mikheil01,2020,25,TOR,F,39,8,15,23,7,4,2.2,7,0,1,1,15,0,0,98,8.2,607,15:35,13,26,3,1,75
Niko Mikkola,mikkoni01,2020,23,STL,D,5,0,1,1,3,0,0.4,0,0,0,0,1,0,0,10,0,72,14:22,3,5,0,0,
Sonny Milano,milanso01,2020,23,TOT,LW,49,7,14,21,-4,24,1.8,6,1,0,2,12,2,0,66,10.6,629,12:50,9,25,0,0,
Sonny Milano,milanso01,2020,23,CBJ,LW,46,5,13,18,-5,22,1.3,5,0,0,1,12,1,0,64,7.8,581,12:38,9,25,0,0,
Sonny Milano,milanso01,2020,23,ANA,LW,3,2,1,3,1,2,0.5,1,1,0,1,0,1,0,2,100,48,15:59,0,0,0,0,
Colin Miller,milleco02,2020,27,BUF,D,49,1,10,11,-10,20,1.2,1,0,0,1,7,3,0,78,1.3,840,17:08,39,84,0,0,
J.T. Miller,millejt01,2020,26,VAN,C,65,26,42,68,9,45,7.4,17,9,0,3,26,14,2,156,16.7,1294,19:54,36,109,390,269,59.2
Casey Mittelstadt,mitteca01,2020,21,BUF,C,31,4,5,9,-5,2,0.5,3,1,0,1,4,1,0,34,11.8,396,12:46,8,11,86,99,46.5
Sean Monahan,monahse01,2020,25,CGY,C,67,22,24,46,-17,23,4.5,14,8,0,5,17,7,0,159,13.8,1208,18:02,19,64,519,465,52.7
Brandon Montour,montobr01,2020,25,BUF,D,50,5,13,18,16,26,4.4,5,0,0,0,11,2,0,82,6.1,961,19:14,48,56,0,0,
John Moore,moorejo01,2020,29,BOS,D,22,2,1,3,-1,11,0.7,2,0,0,0,1,0,0,32,6.3,364,16:33,23,31,0,0,
Trevor Moore,mooretr01,2020,24,TOT,LW,38,5,4,9,-5,4,0.3,5,0,0,0,3,0,1,54,9.3,493,12:59,16,60,4,8,33.3
Trevor Moore,mooretr01,2020,24,TOR,LW,27,3,2,5,-3,4,0,3,0,0,0,1,0,1,41,7.3,348,12:53,12,53,2,6,25
Trevor Moore,mooretr01,2020,24,LAK,LW,11,2,2,4,-2,0,0.3,2,0,0,0,2,0,0,13,15.4,145,13:13,4,7,2,2,50
Samuel Morin,morinsa01,2020,24,PHI,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,13,12:32,0,2,0,0,,
Josh Morrissey,morrijo04,2020,24,WPG,D,61,5,24,29,-4,22,4.3,4,1,0,0,14,10,0,114,4.4,1396,22:53,55,33,0,0,
Tyler Motte,mottety01,2020,24,VAN,C,30,4,4,8,-5,10,0.3,4,0,0,0,4,0,0,33,12.1,392,13:03,32,103,7,11,38.9
Mirco Mueller,muellmi01,2020,24,NJD,D,46,2,4,6,-12,23,0.9,2,0,0,0,3,1,0,26,7.7,795,17:17,80,56,0,0,
Connor Murphy,murphco02,2020,26,CHI,D,53,5,14,19,1,23,3.4,5,0,0,0,13,0,1,110,4.5,1122,21:10,122,117,0,0,
Ryan Murray,murrary01,2020,26,CBJ,D,25,2,7,9,-6,4,1.4,2,0,0,0,5,2,0,30,6.7,494,19:45,46,12,0,0,
Jake Muzzin,muzzija01,2020,30,TOR,D,53,6,17,23,12,40,4.1,6,0,0,1,16,0,1,99,6.1,1145,21:36,110,109,0,0,
Philippe Myers,myersph01,2020,23,PHI,D,47,4,12,16,16,28,3.8,4,0,0,0,12,0,0,74,5.4,805,17:07,42,77,0,0,
Tyler Myers,myersty01,2020,29,VAN,D,65,6,15,21,-4,45,3.5,4,1,1,1,9,6,0,129,4.7,1391,21:24,105,94,0,0,
Vladislav Namestnikov,namesvl01,2020,27,TOT,C,60,14,13,27,-6,37,2.5,9,1,4,2,9,2,2,92,15.2,899,14:59,42,101,22,23,48.9
Vladislav Namestnikov,namesvl01,2020,27,OTT,C,54,13,12,25,-5,35,2.3,8,1,4,2,8,2,2,85,15.3,817,15:08,39,93,19,19,50
Vladislav Namestnikov,namesvl01,2020,27,COL,C,4,1,1,2,1,0,0.2,1,0,0,0,1,0,0,4,25,55,13:41,1,7,1,2,33.3
Vladislav Namestnikov,namesvl01,2020,27,NYR,C,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0,27,13:30,2,1,2,2,50
Riley Nash,nashri02,2020,30,CBJ,C,61,5,9,14,5,10,1.1,4,0,1,1,9,0,0,61,8.2,713,11:41,34,64,229,248,48
James Neal,nealja01,2020,32,EDM,LW,50,19,10,29,-21,10,2.8,7,12,0,2,5,5,0,107,17.8,833,16:39,14,79,9,19,32.1
Martin Necas,necasma01,2020,21,CAR,C,60,16,19,35,-3,18,3.6,11,5,0,3,16,3,0,82,19.5,852,14:12,19,61,13,33,28.3
Brock Nelson,nelsobr01,2020,28,NYI,C,64,23,27,50,4,32,5.6,19,4,0,5,25,2,0,163,14.1,1204,18:48,44,46,570,540,51.4
Patrik Nemeth,nemetpa01,2020,27,DET,D,62,1,8,9,-10,28,2.5,1,0,0,1,7,0,1,86,1.2,1365,22:01,88,77,0,0,
Aaron Ness,nessaa01,2020,29,ARI,D,24,0,1,1,1,0,0.6,0,0,0,0,1,0,0,11,0,301,12:32,20,17,0,0,
Valeri Nichushkin,nichuva01,2020,24,COL,RW,60,12,14,26,30,14,3.4,10,1,1,3,14,0,0,102,11.8,835,13:55,20,77,2,3,40
Nino Niederreiter,niedeni01,2020,27,CAR,RW,63,10,17,27,-2,40,2,7,3,0,2,11,6,0,107,9.3,943,14:58,19,47,1,3,25
Frans Nielsen,nielsfr01,2020,35,DET,C,57,4,4,8,-12,8,-0.2,3,0,1,0,2,1,1,82,4.9,786,13:47,33,41,204,236,46.4
Matthew Nieto,nietoma01,2020,27,COL,LW,65,8,12,20,7,4,1.5,6,0,2,3,12,0,0,80,10,862,13:16,20,35,2,3,40
Boo Nieves,nievecr01,2020,26,NYR,C,4,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,30,7:32,2,3,14,5,73.7
Sami Niku,nikusa01,2020,23,WPG,D,17,0,5,5,-2,12,0.6,0,0,0,0,5,0,0,27,0,275,16:10,19,16,0,0,
Matt Niskanen,niskama01,2020,33,PHI,D,64,8,25,33,8,29,5.8,3,4,1,0,16,9,0,124,6.5,1401,21:53,76,119,0,0,
Stefan Noesen,noesest01,2020,26,TOT,RW,35,5,1,6,-3,32,0.4,5,0,0,1,1,0,0,59,8.5,395,11:18,12,61,5,6,45.5
Stefan Noesen,noesest01,2020,26,SJS,RW,29,4,1,5,-3,32,0.3,4,0,0,1,1,0,0,51,7.8,336,11:35,11,51,2,5,28.6
Stefan Noesen,noesest01,2020,26,PIT,RW,6,1,0,1,0,0,0.1,1,0,0,0,0,0,0,8,12.5,59,9:51,1,10,3,1,75
Joakim Nordstrom,nordsjo02,2020,27,BOS,C,44,4,3,7,-6,12,0,4,0,0,0,3,0,0,45,8.9,536,12:11,30,85,1,6,14.3
Joshua Norris,norrijo01,2020,20,OTT,C,3,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,54,17:55,2,3,30,19,61.2
Tomas Nosek,nosekto01,2020,27,VEG,C,63,7,6,13,-1,20,0.7,6,0,1,1,6,0,0,87,8,724,11:29,34,90,192,188,50.5
Ryan Nugent-Hopkins,nugenry01,2020,26,EDM,C,60,19,37,56,0,33,5.7,13,6,0,4,21,16,0,159,11.9,1233,20:33,42,31,205,193,51.5
Darnell Nurse,nurseda01,2020,24,EDM,D,66,5,24,29,0,46,5.1,5,0,0,1,20,4,0,159,3.1,1536,23:16,129,156,0,0,
Markus Nutivaara,nutivma01,2020,25,CBJ,D,35,3,6,9,2,4,2.2,3,0,0,0,5,1,0,45,6.7,555,15:51,33,34,0,0,
Joakim Nygard,nygarjo01,2020,27,EDM,F,33,3,6,9,0,8,0.7,2,1,0,0,6,0,0,39,7.7,353,10:41,8,18,3,3,50
Alexander Nylander,nylanal01,2020,21,CHI,LW,60,8,13,21,-6,10,1.5,8,0,0,1,11,2,0,84,9.5,721,12:01,12,26,5,13,27.8
William Nylander,nylanwi01,2020,23,TOR,C,64,29,28,57,0,12,6.4,21,8,0,7,20,8,0,177,16.4,1157,18:05,13,8,106,104,50.5
Gustav Nyquist,nyquigu01,2020,30,CBJ,RW,67,13,27,40,5,16,3.9,9,3,1,3,21,6,0,138,9.4,1203,17:57,23,36,17,16,51.5
Logan O'Connor,oconnlo01,2020,23,COL,RW,11,2,0,2,3,2,0.3,2,0,0,1,0,0,0,10,20,99,9:02,6,5,0,1,0
Ryan O'Reilly,oreilry01,2020,28,STL,C,66,12,46,58,11,10,5.2,9,2,1,3,31,15,0,114,10.5,1364,20:40,37,16,816,636,56.2
Jordan Oesterle,oestejo01,2020,27,ARI,D,55,3,10,13,-8,14,2.3,3,0,0,0,8,2,0,66,4.5,935,17:00,86,46,0,0,
Kyle Okposo,okposky01,2020,31,BUF,RW,48,9,9,18,-2,28,1.7,8,1,0,2,9,0,0,71,12.7,608,12:40,12,52,33,28,54.1
Jamie Oleksiak,oleksja01,2020,27,DAL,D,65,3,7,10,-5,39,2.3,3,0,0,1,7,0,0,74,4.1,1032,15:53,57,146,0,0,
Mathieu Olivier,olivima01,2020,22,NSH,F,8,0,1,1,1,4,0,0,0,0,0,1,0,0,6,0,60,7:33,1,17,0,0,
Gustav Olofsson,olofsgu01,2020,25,MTL,D,3,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,2,0,24,8:06,6,1,0,0,
Victor Olofsson,olofsvi01,2020,24,BUF,RW,50,19,21,40,-2,6,4.4,8,11,0,4,15,6,0,120,15.8,923,18:28,16,10,1,1,50
Dmitry Orlov,orlovdm01,2020,28,WSH,D,65,3,23,26,4,32,3.9,2,1,0,2,18,4,1,100,3,1442,22:11,79,102,0,0,
T.J. Oshie,oshietj01,2020,33,WSH,C,65,25,22,47,3,26,5.4,15,10,0,4,20,2,0,125,20,1195,18:23,55,86,112,117,48.9
Xavier Ouellet,ouellxa01,2020,26,MTL,D,8,0,1,1,1,0,0.3,0,0,0,0,1,0,0,6,0,103,12:53,12,19,0,0,
Alex Ovechkin,ovechal01,2020,34,WSH,LW,64,45,18,63,-12,30,8.3,32,13,0,3,13,5,0,298,15.1,1334,20:50,27,170,1,0,100
Max Pacioretty,pacioma01,2020,31,VEG,LW,67,30,33,63,16,40,8.1,23,7,0,4,22,11,0,291,10.3,1200,17:55,35,86,51,45,53.1
Jean-Gabriel Pageau,pageaje01,2020,27,TOT,C,63,26,16,42,10,49,5.4,18,5,3,5,8,5,3,139,18.7,1209,19:11,51,121,576,500,53.5
Jean-Gabriel Pageau,pageaje01,2020,27,OTT,C,60,24,16,40,10,32,5,17,4,3,5,8,5,3,135,17.8,1158,19:18,48,116,542,476,53.2
Jean-Gabriel Pageau,pageaje01,2020,27,NYI,C,3,2,0,2,0,17,0.3,1,1,0,0,0,0,0,4,50,51,17:04,3,5,34,24,58.6
Ondrej Palat,palaton01,2020,28,TBL,LW,64,16,24,40,25,22,4.6,11,4,1,2,20,4,0,119,13.4,1042,16:17,57,134,7,11,38.9
Kyle Palmieri,palmiky01,2020,28,NJD,RW,61,23,20,43,-1,41,5.1,12,11,0,3,13,7,0,145,15.9,1044,17:07,35,68,12,22,35.3
Artemi Panarin,panarar01,2020,28,NYR,LW,64,32,58,90,34,18,11.1,25,7,0,4,42,16,0,196,16.3,1303,20:21,17,23,1,1,50
Richard Panik,panikri01,2020,28,WSH,RW,55,8,9,17,11,34,1.9,8,0,0,0,9,0,0,62,12.9,627,11:24,16,70,10,7,58.8
Cedric Paquette,paquece01,2020,26,TBL,C,56,6,11,17,-4,40,0.7,5,0,1,0,10,0,1,71,8.5,735,13:08,43,164,292,284,50.7
Colton Parayko,parayco01,2020,26,STL,D,59,8,17,25,9,14,5,6,2,0,1,14,2,1,144,5.6,1355,22:58,101,78,0,0,
Zach Parise,parisza01,2020,35,MIN,LW,65,23,19,42,-12,8,4.1,10,12,1,3,14,5,0,143,16.1,1120,17:14,36,25,38,32,54.3
David Pastrnak,pastrda01,2020,23,BOS,RW,66,47,44,91,23,38,12.8,28,19,0,10,27,17,0,257,18.3,1258,19:03,20,45,7,11,38.9
Greg Pateryn,patergr01,2020,29,MIN,D,16,0,3,3,4,4,0.8,0,0,0,0,3,0,0,20,0,251,15:43,23,18,0,0,
Nick Paul,paulni01,2020,24,OTT,LW,51,8,10,18,0,24,1.4,8,0,0,2,9,1,0,93,8.6,734,14:24,37,112,160,152,51.3
